file_name,num_classes,num_methods,num_reflections,num_file_operations,num_network_operations
modules\core\src\main\java\org\apache\synapse\config\xml\TemplateParameterSerializer.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\TransactionMediatorFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\TransactionMediatorSerializer.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\URLRewriteMediatorFactory.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\URLRewriteMediatorSerializer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\ValidateMediatorFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\ValidateMediatorSerializer.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\ValueFactory.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\ValueSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\XMLConfigConstants.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\XMLConfigurationBuilder.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\XMLConfigurationSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\XMLToTemplateMapper.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\XSLTMediatorFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\XSLTMediatorSerializer.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\AddressEndpointFactory.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\AddressEndpointSerializer.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\ClassEndpointFactory.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\DefaultEndpointFactory.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\DefaultEndpointSerializer.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\DefinitionFactory.java,0,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\DynamicLoadbalanceEndpointFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\DynamicLoadbalanceEndpointSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\EndpointDefinitionFactory.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\EndpointDefinitionSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\EndpointFactory.java,1,13,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\EndpointSerializer.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\FailoverEndpointFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\FailoverEndpointSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\IndirectEndpointFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\IndirectEndpointSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\LoadbalanceEndpointFactory.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\LoadbalanceEndpointSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\RecipientListEndpointFactory.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\RecipientListEndpointSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\ResolvingEndpointFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\ResolvingEndpointSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\SALoadbalanceEndpointFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\SALoadbalanceEndpointSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\ServiceDynamicLoadbalanceEndpointFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\TemplateEndpointFactory.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\TemplateEndpointSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\TemplateFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\TemplateSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\WSDLEndpointFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\WSDLEndpointSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\XMLToEndpointMapper.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\utils\LoadbalanceAlgorithmFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\utils\WSDL11EndpointBuilder.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\endpoints\utils\WSDL20EndpointBuilder.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\eventing\EventPublisherMediatorFactory.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\eventing\EventPublisherMediatorSerializer.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\eventing\EventSourceFactory.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\eventing\EventSourceSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\rest\APIFactory.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\rest\APISerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\rest\ResourceFactory.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\rest\ResourceSerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\rest\VersionStrategyFactory.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\config\xml\rest\VersionStrategySerializer.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\core\LoadBalanceMembershipHandler.java,0,6,0,0,0
modules\core\src\main\java\org\apache\synapse\core\SynapseEnvironment.java,0,16,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\AnonymousServiceFactory.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\AsyncCallback.java,1,9,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\Axis2BlockingClient.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\Axis2FlexibleMEPClient.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\Axis2LoadBalanceMembershipHandler.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\Axis2MessageContext.java,1,63,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\Axis2Sender.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\Axis2SynapseEnvironment.java,1,24,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\Axis2TransportHelper.java,1,7,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\BlockingClientUtils.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\CustomURIBasedDispatcher.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\DynamicAxisOperation.java,2,5,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\MessageContextCreatorForAxis2.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\ProxyService.java,1,73,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\ProxyServiceMessageReceiver.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\ServiceLoadBalanceMembershipHandler.java,2,11,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\SOAPUtils.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\SynapseAxisServlet.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\SynapseCallbackReceiver.java,1,9,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\SynapseCallbackStoreView.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\SynapseCallbackStoreViewMBean.java,0,2,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\SynapseDispatcher.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\SynapseMessageReceiver.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\SynapseMustUnderstandHandler.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\SynapseStartUpServlet.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\core\axis2\TimeoutHandler.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\core\relay\ServiceRequestEarlyBuilder.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\AbstractSynapseArtifactDeployer.java,1,20,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\APIDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\EndpointDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\EventSourceDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\ExtensionDeployer.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\ImportDeployer.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\LibraryArtifactDeployer.java,1,10,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\LocalEntryDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\MessageProcessorDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\MessageStoreDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\PriorityExecutorDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\ProxyServiceDeployer.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\SequenceDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\SynapseArtifactDeploymentException.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\SynapseArtifactDeploymentStore.java,1,15,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\TaskDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\deployers\TemplateDeployer.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\AbstractEndpoint.java,1,48,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\AddressEndpoint.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\DefaultEndpoint.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\DynamicLoadbalanceEndpoint.java,2,24,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\DynamicLoadbalanceFaultHandler.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\Endpoint.java,0,13,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\EndpointContext.java,1,13,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\EndpointDefinition.java,1,67,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\EndpointView.java,1,66,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\EndpointViewMBean.java,0,41,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\FailoverEndpoint.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\IndirectEndpoint.java,1,12,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\LoadbalanceEndpoint.java,3,18,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\RecipientListEndpoint.java,2,16,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\ResolvingEndpoint.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\SALoadbalanceEndpoint.java,1,10,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\ServiceDynamicLoadbalanceEndpoint.java,2,11,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\Template.java,1,13,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\TemplateEndpoint.java,1,11,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\WSDLEndpoint.java,1,14,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\algorithms\AlgorithmContext.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\algorithms\LoadbalanceAlgorithm.java,0,8,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\algorithms\RoundRobin.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\algorithms\WeightedRoundRobin.java,4,21,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\algorithms\WeightedRoundRobinView.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\algorithms\WeightedRoundRobinViewMBean.java,0,2,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\algorithms\WeightedRRLCAlgorithm.java,2,32,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\dispatch\AbstractDispatcher.java,1,7,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\dispatch\Dispatcher.java,0,6,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\dispatch\HttpSessionDispatcher.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\dispatch\SALSessions.java,1,19,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\dispatch\SessionInformation.java,1,12,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\dispatch\SimpleClientSessionDispatcher.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\endpoints\dispatch\SoapSessionDispatcher.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\eventing\SynapseEventFilter.java,0,1,0,0,0
modules\core\src\main\java\org\apache\synapse\eventing\SynapseEventingConstants.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\eventing\SynapseEventSource.java,2,21,0,0,0
modules\core\src\main\java\org\apache\synapse\eventing\SynapseSubscription.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\eventing\builders\ResponseMessageBuilder.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\eventing\builders\SubscriptionMessageBuilder.java,1,7,0,0,0
modules\core\src\main\java\org\apache\synapse\eventing\filters\TopicBasedEventFilter.java,1,7,0,0,0
modules\core\src\main\java\org\apache\synapse\eventing\filters\XPathBasedEventFilter.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\eventing\managers\DefaultInMemorySubscriptionManager.java,1,15,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\eip\CalloutBlockMediator.java,1,18,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\eip\ContentBasedRouterMediator.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\eip\DynamicRouterMediator.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\eip\EIPUtils.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\imports\SynapseImport.java,1,7,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\model\ArtifactFile.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\model\Library.java,0,7,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\model\LibraryArtifact.java,3,19,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\model\SynapseLibrary.java,1,19,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\util\LibDeployerConstants.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\libraries\util\LibDeployerUtils.java,1,18,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\AbstractListMediator.java,1,10,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\AbstractMediator.java,1,22,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\FilterMediator.java,0,1,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\GetPropertyFunction.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\ListMediator.java,0,6,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\MediatorFaultHandler.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\MediatorLog.java,1,13,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\MediatorProperty.java,1,10,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\MediatorWorker.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\TemplateParameter.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\Value.java,1,13,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\annotations\Execute.java,0,0,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\annotations\Namespaces.java,0,0,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\annotations\ReadAndUpdate.java,0,0,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\annotations\ReadFromMessage.java,0,0,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\annotations\UpdateMessage.java,0,0,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\base\SequenceMediator.java,1,18,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\base\SynapseMediator.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\bean\BeanConstants.java,0,0,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\bean\BeanMediator.java,1,19,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\bean\BeanUtils.java,1,2,1,0,0
modules\core\src\main\java\org\apache\synapse\mediators\bean\Target.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\bean\enterprise\EJBConstants.java,0,0,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\bean\enterprise\EJBMediator.java,1,20,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\CacheMediator.java,1,27,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\CalloutMediator.java,1,35,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\DropMediator.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\EnqueueMediator.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\LogMediator.java,1,18,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\LoopbackMediator.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\PropertyMediator.java,1,24,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\RespondMediator.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\SendMediator.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\builtin\ValidateMediator.java,2,19,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\db\AbstractDBMediator.java,1,22,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\db\DBLookupMediator.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\db\DBReportMediator.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\db\Statement.java,2,8,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\EIPConstants.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\EIPUtils.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\Target.java,1,16,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\aggregator\Aggregate.java,2,20,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\aggregator\AggregateMediator.java,1,22,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\sample\MessageQueue.java,0,6,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\sample\SamplingThrottleMediator.java,2,15,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\sample\UnboundedMessageQueue.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\splitter\CloneMediator.java,1,13,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eip\splitter\IterateMediator.java,1,16,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\elementary\EnrichMediator.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\elementary\Source.java,1,14,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\elementary\Target.java,1,10,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\eventing\EventPublisherMediator.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\ext\AnnotatedCommandMediator.java,1,5,3,0,0
modules\core\src\main\java\org\apache\synapse\mediators\ext\ClassMediator.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\ext\POJOCommandMediator.java,1,14,3,0,0
modules\core\src\main\java\org\apache\synapse\mediators\filters\FilterMediator.java,1,19,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\filters\InMediator.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\filters\OutMediator.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\filters\SwitchMediator.java,1,9,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\filters\router\ConditionalRoute.java,1,7,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\filters\router\ConditionalRouterMediator.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\store\MessageStoreMediator.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\template\InvokeMediator.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\template\TemplateContext.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\template\TemplateMediator.java,1,12,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\transaction\TransactionMediator.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\transform\FaultMediator.java,1,34,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\transform\HeaderMediator.java,1,20,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\transform\PayloadFactoryMediator.java,2,11,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\transform\XSLTMediator.java,2,24,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\transform\url\RewriteAction.java,1,11,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\transform\url\RewriteRule.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\transform\url\URIFragments.java,1,7,0,0,0
modules\core\src\main\java\org\apache\synapse\mediators\transform\url\URLRewriteMediator.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\AbstractMessageProcessor.java,1,14,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\MessageProcessor.java,0,11,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\MessageProcessorConstants.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\ScheduledMessageProcessor.java,1,7,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\forward\BlockingMessageSender.java,1,7,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\forward\ForwardingJob.java,1,29,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\forward\ForwardingProcessorConstants.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\forward\MessageForwardingProcessorView.java,1,11,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\forward\MessageForwardingProcessorViewMBean.java,0,10,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\forward\ScheduledMessageForwardingProcessor.java,1,12,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\resequence\ResequencingJob.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\resequence\ResequencingProcessor.java,1,20,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\sampler\SamplingJob.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\sampler\SamplingProcessor.java,1,8,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\sampler\SamplingProcessorView.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\message\processors\sampler\SamplingProcessorViewMBean.java,0,3,0,0,0
modules\core\src\main\java\org\apache\synapse\message\store\AbstractMessageStore.java,1,16,0,0,0
modules\core\src\main\java\org\apache\synapse\message\store\InMemoryMessageStore.java,1,10,0,0,0
modules\core\src\main\java\org\apache\synapse\message\store\MessageStore.java,0,16,0,0,0
modules\core\src\main\java\org\apache\synapse\message\store\MessageStoreObserver.java,0,2,0,0,0
modules\core\src\main\java\org\apache\synapse\message\store\MessageStoreView.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\message\store\MessageStoreViewMBean.java,0,5,0,0,0
modules\core\src\main\java\org\apache\synapse\metrics\Counter.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\metrics\GlobalRequestCountHandler.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\metrics\MetricsAggregatorModule.java,1,5,0,0,0
modules\core\src\main\java\org\apache\synapse\metrics\MetricsConstants.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\registry\AbstractRegistry.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\registry\Registry.java,0,13,0,0,0
modules\core\src\main\java\org\apache\synapse\registry\RegistryEntry.java,0,8,0,0,0
modules\core\src\main\java\org\apache\synapse\registry\RegistryEntryImpl.java,1,17,0,0,0
modules\core\src\main\java\org\apache\synapse\registry\url\SimpleURLRegistry.java,1,12,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\AbstractRESTProcessor.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\API.java,1,26,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\Handler.java,0,2,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\Resource.java,1,30,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\RESTConstants.java,1,0,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\RESTRequestHandler.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\RESTUtils.java,1,6,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\dispatch\DefaultDispatcher.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\dispatch\DispatcherHelper.java,0,1,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\dispatch\RESTDispatcher.java,0,1,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\dispatch\URITemplateBasedDispatcher.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\dispatch\URITemplateHelper.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\dispatch\URLMappingBasedDispatcher.java,1,1,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\dispatch\URLMappingHelper.java,1,4,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\version\AbstractVersionStrategy.java,1,3,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\version\DefaultStrategy.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\version\URLBasedVersionStrategy.java,1,2,0,0,0
modules\core\src\main\java\org\apache\synapse\rest\version\VersionStrategy.java,0,4,0,0,0
modules\core\src\main\java\org\apache\synapse\startup\AbstractStartup.java,1,6,0,0,0
